//Version: PianoFingering_v170101
0	1.527572	8.841902	B3	64	54	1	-2
1	1.527572	8.845579	G4	64	61	0	3
2	1.527572	8.851094	E4	64	53	0	5
3	1.527572	8.876829	E2	64	66	1	-1
4	9.027564	9.840063	G3	64	79	1	-1
5	9.027564	9.854769	B3	64	79	1	-2
6	9.027564	9.865798	E4	64	79	0	5
7	9.027564	10.213224	E2	64	79	1	-1
8	9.909916	10.216901	E4	64	79	0	5
9	9.909916	10.222416	B3	64	79	1	-2
10	9.909916	10.253666	G3	64	79	1	-1
11	10.792268	11.523885	E3	64	79	1	-4
12	10.792268	11.536752	C4	64	79	0	1
13	10.792268	11.544105	G3	64	79	1	-1
14	10.792268	11.996311	C2	64	79	1	-5
15	11.674620	12.102928	E3	64	79	1	-4
16	11.674620	12.104767	C4	64	79	0	1
17	11.674620	12.106605	G3	64	79	1	-1
18	12.556972	13.362118	G3	64	79	1	-1
19	12.556972	13.371309	B3	64	79	1	-2
20	12.556972	13.373148	E4	64	79	0	5
21	12.556972	13.511015	E2	64	79	1	-1
22	12.998148	13.533074	B2	64	79	1	-4
23	13.439324	13.891529	G3	64	79	1	-1
24	13.439324	13.900720	B3	64	79	1	-2
25	13.439324	13.911750	E4	64	79	0	5
26	14.321676	15.090057	C4	64	79	0	1
27	14.321676	15.121307	E4	64	79	0	5
28	14.321676	15.145204	A4	64	79	0	5
29	14.321676	15.316160	A2	64	79	1	-1
30	15.204028	15.621307	A4	64	79	0	5
31	15.204028	15.641527	E4	64	79	0	5
32	15.204028	15.643366	C4	64	79	0	1
33	16.086380	16.805129	A3	64	78	1	-4
34	16.086380	16.863953	F#3	64	78	1	-2
35	16.086380	16.863953	D4	64	78	0	3
36	16.086380	17.455864	D2	64	78	1	-3
37	16.968732	17.330864	A3	64	78	1	-4
38	16.968732	17.330864	D4	64	78	0	3
39	16.968732	17.393364	F#3	64	78	1	-2
40	17.851084	18.413583	C2	64	78	1	-5
41	17.851084	18.435642	E3	64	78	1	-4
42	17.851084	18.439319	G3	64	78	1	-1
43	17.851084	18.448510	C4	64	78	0	1
44	18.733436	19.284906	F#3	64	78	1	-2
45	18.733436	19.321671	D4	64	78	0	3
46	18.733436	19.615788	D2	64	78	1	-3
47	18.733436	19.615788	A3	64	78	1	-4
48	19.615788	20.147037	B3	64	82	1	-2
49	19.615788	20.211376	G3	64	82	1	-1
50	19.615788	20.215052	E3	64	82	1	-4
51	19.615788	20.470566	E2	64	82	1	-1
52	20.277552	20.398875	B3	64	85	1	-2
53	20.277552	20.430125	E3	64	85	1	-4
54	20.277552	20.435640	G3	64	85	1	-1
55	20.939316	23.181961	E3	64	83	1	-4
56	23.145196	23.172769	B3	64	76	1	-2
57	23.145196	23.181961	G3	64	76	1	-1
58	23.145196	23.191152	E2	64	76	1	-1
59	23.145196	23.917254	E4	64	76	0	5
60	23.586372	23.794092	E4	64	79	0	5
61	23.806960	23.930122	B4	64	79	0	2
62	24.027548	24.329018	A4	64	79	0	5
63	24.027548	24.384165	E4	64	76	0	5
64	24.027548	24.398871	B3	64	76	1	-2
65	24.027548	24.402548	G3	64	76	1	-1
66	24.468724	24.656224	G4	64	79	0	3
67	24.909900	25.268355	F#4	64	79	0	2
68	24.909900	26.279384	D2	64	76	1	-3
69	24.909900	26.305119	D4	64	76	0	3
70	24.909900	26.317987	A3	64	76	1	-4
71	24.909900	26.356590	F#3	64	76	1	-2
72	25.351076	25.931958	E4	64	79	0	5
73	25.351076	26.492619	A2	64	76	1	-1
74	26.012840	26.670927	D3	64	76	1	-1
75	26.233428	26.496295	D4	64	80	0	3
76	26.674604	27.270192	E4	64	80	0	5
77	26.674604	29.865777	E2	64	76	1	-1
78	27.115780	29.759159	B2	64	76	1	-4
79	27.556956	28.055117	E4	64	76	0	5
80	27.556956	28.148867	B3	64	76	1	-2
81	27.556956	29.799601	G3	64	76	1	-1
82	27.998132	29.716880	E3	64	76	1	-4
83	28.439308	29.744454	E4	64	76	0	5
84	28.439308	29.819821	B3	64	76	1	-2
85	30.204012	31.652540	E2	64	76	1	-1
86	30.645188	30.830849	E4	64	80	0	5
87	30.645188	31.494452	B2	64	76	1	-4
88	30.865776	31.139673	E4	64	80	0	5
89	31.086364	31.522025	G4	64	80	0	3
90	31.086364	31.470555	E4	64	76	0	5
91	31.086364	31.499966	G3	64	76	1	-1
92	31.086364	31.499966	B3	64	76	1	-2
93	31.527540	31.999966	E4	64	80	0	5
94	31.968716	32.362098	G4	64	80	0	3
95	31.968716	32.735259	E3	64	75	1	-4
96	31.968716	32.751803	C4	64	75	0	1
97	31.968716	32.790406	G3	64	75	1	-1
98	31.968716	32.889671	C2	64	75	1	-5
99	32.409892	32.915406	E4	64	80	0	5
100	32.409892	32.876803	G2	64	75	1	-3
101	32.851068	33.233420	E3	64	74	1	-4
102	32.851068	33.272023	C4	64	74	0	1
103	32.851068	33.284891	G3	64	74	1	-1
104	33.292244	33.667244	D5	64	81	0	5
105	33.733420	35.312462	B4	64	81	0	2
106	33.733420	34.494449	G4	64	74	0	3
107	33.733420	34.579007	B3	64	74	1	-2
108	33.733420	35.430109	D4	64	74	0	3
109	33.733420	36.591873	G2	64	74	1	-3
110	34.174596	36.492608	D3	64	74	1	-1
111	34.615772	35.270183	G4	64	74	0	3
112	34.615772	35.397021	B3	64	74	1	-2
113	35.056948	36.343711	G3	64	74	1	-1
114	35.498124	36.545917	G4	64	74	0	3
115	35.498124	36.564299	D4	64	74	0	3
116	35.498124	36.580843	B3	64	74	1	-2
117	36.821652	37.064299	B4	64	82	0	2
118	37.042240	37.191137	D5	64	82	0	5
119	37.262828	37.715033	E5	64	82	0	2
120	37.262828	40.198487	E2	64	74	1	-1
121	37.704004	40.108413	B2	64	74	1	-4
122	37.924592	38.018342	E5	64	83	0	2
123	38.145180	38.553268	E5	64	83	0	2
124	38.145180	38.887826	E4	64	74	0	5
125	38.145180	38.911723	B3	64	74	1	-2
126	38.145180	38.924591	G3	64	74	1	-1
127	38.586356	38.858414	D5	64	83	0	5
128	38.586356	39.955840	E3	64	74	1	-4
129	39.027532	40.204001	B4	64	83	0	2
130	39.027532	39.729737	E4	64	74	0	5
131	39.027532	39.786722	B3	64	74	1	-2
132	39.027532	39.788561	G3	64	74	1	-1
133	39.909884	40.365766	E4	64	74	0	5
134	39.909884	40.374957	G3	64	74	1	-1
135	39.909884	40.376795	B3	64	74	1	-2
136	40.351060	40.696648	E4	64	83	0	5
137	40.792236	42.663557	A4	64	83	0	5
138	40.792236	41.562456	E4	64	74	0	5
139	40.792236	41.562456	A4	64	74	0	5
140	40.792236	41.579000	C4	64	74	0	1
141	40.792236	43.724218	A2	64	74	1	-1
142	41.233412	43.477895	E3	64	74	1	-4
143	41.674588	42.330837	A4	64	74	0	5
144	41.674588	42.409881	E4	64	74	0	5
145	41.674588	42.444808	C4	64	74	0	1
146	42.115764	43.373116	A3	64	74	1	-4
147	42.556940	43.340027	E4	64	74	0	5
148	42.556940	43.374954	C4	64	74	0	1
149	42.556940	43.784880	A4	64	74	0	5
150	43.439292	43.860247	E4	64	74	0	5
151	43.439292	43.882306	C4	64	74	0	1
152	43.880468	44.082674	G4	64	83	0	3
153	44.101056	44.244438	A4	64	83	0	5
154	44.117600	45.738922	G2	64	74	1	-3
155	44.321644	44.621276	B4	64	83	0	2
156	44.762820	45.141496	D5	64	83	0	5
157	45.203996	45.957672	B3	64	74	1	-2
158	45.203996	46.001789	G3	64	74	1	-1
159	45.203996	46.051421	D3	64	74	1	-1
160	45.645172	45.897010	D5	64	83	0	5
161	45.865760	46.097377	B4	64	83	0	2
162	46.086348	46.281201	A4	64	83	0	5
163	46.086348	47.428258	D2	64	74	1	-3
164	46.527524	47.123112	G4	64	83	0	3
165	46.968700	47.408038	A3	64	74	1	-4
166	46.968700	47.505464	F#3	64	74	1	-2
167	47.409876	47.847375	A4	64	83	0	5
168	47.409876	47.862081	D3	64	74	1	-1
169	47.851052	50.352887	E4	64	83	0	5
170	47.851052	51.301416	E2	64	74	1	-1
171	48.292228	51.319798	B2	64	74	1	-4
172	48.733404	49.490756	G3	64	74	1	-1
173	48.733404	49.498109	E4	64	74	0	5
174	48.733404	49.501785	B3	64	74	1	-2
175	49.174580	49.942961	E3	64	74	1	-4
176	49.615756	50.586343	E4	64	74	0	5
177	49.615756	51.036710	B3	64	74	1	-2
178	49.615756	51.273842	G3	64	74	1	-1
179	50.498108	51.224210	E3	64	74	1	-4
180	51.380460	52.121268	E4	64	74	0	5
181	51.380460	52.148841	B3	64	74	1	-2
182	51.380460	52.163547	G3	64	74	1	-1
183	51.380460	52.832664	E2	64	74	1	-1
184	51.821636	52.029356	E4	64	84	0	5
185	51.821636	52.768326	B2	64	74	1	-4
186	52.042224	52.165386	B4	64	84	0	2
187	52.262812	52.564282	A4	64	84	0	5
188	52.262812	52.759135	E4	64	74	0	5
189	52.262812	52.799576	B3	64	74	1	-2
190	52.262812	52.816120	G3	64	74	1	-1
191	52.703988	52.891488	G4	64	84	0	3
192	53.145164	53.503619	F#4	64	84	0	2
193	53.145164	53.753619	D4	64	74	0	3
194	53.145164	53.878619	A3	64	74	1	-4
195	53.145164	53.922737	F#3	64	74	1	-2
196	53.145164	54.520162	D2	64	74	1	-3
197	53.586340	54.167222	E4	64	84	0	5
198	53.586340	54.913544	A2	64	74	1	-1
199	54.027516	54.446633	D4	64	74	0	3
200	54.027516	54.476045	A3	64	74	1	-4
201	54.027516	54.534868	F#3	64	74	1	-2
202	54.468692	54.731559	D4	64	86	0	3
203	54.468692	54.825309	D3	64	74	1	-1
204	54.909868	55.505456	E4	64	86	0	5
205	54.909868	55.422735	E4	64	74	0	5
206	54.909868	55.492588	B3	64	74	1	-2
207	54.909868	55.637808	G3	64	74	1	-1
208	54.909868	58.117585	E2	64	74	1	-1
209	55.351044	58.038541	B2	64	74	1	-4
210	55.792220	56.251778	E4	64	74	0	5
211	55.792220	56.431925	B3	64	74	1	-2
212	55.792220	56.514646	G3	64	74	1	-1
